No,학년,학수번호,과목분야,교과번호,"이수
구분","과목
번호",교과목명,영문교과목명,"강의
계획서",비고,학점,시간,"수강
학부(과)/전공","제청
학부(과)/전공","개설
학부(과)/전공",강의요시/강의실,담당교수,"강의비율
대면:녹화:실시간","수업
유형","캡스톤
(ABF제
적용)","NCS
(ABF제
적용)","패스
과목","원어
강의","원어
유형","현재
인원","학부
인원","대학원
인원","제한
인원","과목
해설","강의
유형","강의
종류",영역,합반
2338,1,BSEA55696,INTR,0300102,전선,4153,무역계약,INTERNATIONAL SALES CONTRACT,,,3.0,3.0, 국제무역학과,국제무역학과,국제무역학과," 화01-03(상허관109), 목04-06(상허관109)", 박광서,100:0:0,,0,0,,0,,50,50,0,50,,이론,일반,,0
2339,1,BSEA55696,INTR,0300102,전선,4154,무역계약,INTERNATIONAL SALES CONTRACT,,,3.0,3.0, 국제무역학과,국제무역학과,국제무역학과," 월13-16(상허관109), 목17-18(상허관109)", 김현정,100:0:0,,0,0,,0,,32,32,0,50,,이론,일반,,0
2340,2,BSEA59024,INTR,0200118,전선,4155,해외시장조사론,TRADE RESEARCH,,전산실 수업,3.0,3.0, 국제무역학과,국제무역학과,국제무역학과," 화04-06(상허관101), 목01-03(상허관101)", 남경두,100:0:0,,0,0,,0,,23,23,0,50,,이론,일반,,0
2341,2,BSEA59024,INTR,0200118,전선,4156,해외시장조사론,TRADE RESEARCH,,GTEP 학생만 수강신청,3.0,3.0, 국제무역학과,국제무역학과,국제무역학과, 금07-12(상허관109), 방성철,100:0:0,,0,0,,0,,37,37,0,50,,이론,일반,,0
2342,1,BSEA61301,INTR,0800105,전선,4157,무역전산학개론,BUSINESS COMPUTER INFORMATION SYSTEMS,,전산실 수업,3.0,3.0, 국제무역학과,국제무역학과,국제무역학과," 화07-09(상허관101), 목10-12(상허관101)", 김종민,100:0:0,,0,0,,0,,50,50,0,50,,이론,일반,,0
2343,3,BSEA61345,INTR,1100103,전선,4158,무역상품학,TRADE COMMODITY & HS CODE,,,3.0,3.0, 국제무역학과,국제무역학과,국제무역학과, 목13-18(상허관220), 최권수,100:0:0,,0,0,,0,,50,50,0,50,,이론,일반,,0
2344,2,BSEA62355,INTR,1000105,전선,4159,거시경제분석,ANALYSIS OF MACROECONOMICS,,,3.0,3.0, 국제무역학과,국제무역학과,국제무역학과," 화07-09(상허관220), 목10-12(상허관220)", 방성철,100:0:0,,0,0,,0,,29,29,0,50,,이론,일반,,0
2345,2,BSEA62355,INTR,1000105,전선,4160,거시경제분석,ANALYSIS OF MACROECONOMICS,,,3.0,3.0, 국제무역학과,국제무역학과,국제무역학과," 화10-12(상허관220), 목07-09(상허관220)", 방성철,100:0:0,,0,0,,0,,50,50,0,50,,이론,일반,,0
2346,3,BSEA63087,INTR,0800107,전선,4161,빅데이터마케팅,BIG DATA MARKETING,,영어 강의 / 전산실 수업,3.0,3.0, 국제무역학과,국제무역학과,국제무역학과," 화10-12(상허관101), 목07-09(상허관101)", 김종민,100:0:0,,0,0,,1,영어,50,50,0,50,,이론,일반,,0
2347,4,BSEA63103,INTR,0200105,전선,4162,무역전시마케팅,TRADE EXHIBITION MARKETING,,"토론식 강의 / 1학년 수강 제외
",3.0,3.0, 국제무역학과,국제무역학과,국제무역학과," 월10-12(상허관320), 수07-09(상허관320)", 전동석,100:0:0,토론식강의,0,0,,0,,50,50,0,50,,이론,일반,,0
2348,4,BSEA63103,INTR,0200105,전선,4163,무역전시마케팅,TRADE EXHIBITION MARKETING,,GTEP 학생만 수강신청,3.0,3.0, 국제무역학과,국제무역학과,국제무역학과, 금01-06(상허관109), 전동석,100:0:0,,0,0,,0,,20,20,0,50,,이론,일반,,0
2349,3,BSEA65271,INTR,0700103,전선,4164,MARINE INSURANCE AND TRADE INSURANCE,MARINE INSURANCE AND TRADE INSURANCE,,학과지정 영어과목 / 무역보험(4149)과 동일 과목,3.0,3.0," 국제비지니스, 국제무역학과",국제무역학과,국제무역학과, 월13-18(상허관123), 장동한,100:0:0,,0,0,,1,영어,50,50,0,50,,이론,일반,,0
2350,2,BSFA06697,STAT,0801101,전선,4165,전산실습,COMPUTER PROGRAMMING,,응용통계학과 2학년 우선수강신청,3.0,3.0, 응용통계학과,응용통계학과,응용통계학과," 월10-12(상허관103), 수07-09(상허관103)", 서한손,96.9:3.1:0,,0,0,,0,,42,42,0,42,,이론,일반,,0
2351,2,BSFA06697,STAT,0801101,전선,4166,전산실습,COMPUTER PROGRAMMING,,응용통계학과 재학생 우선순위 수강신청,3.0,3.0, 응용통계학과,응용통계학과,응용통계학과, 금07-12(상허관101), 임기천,100:0:0,,0,0,,0,,28,28,0,62,,이론,일반,,0
2352,3,BSFA06919,ECON,0104106,전선,4167,경제통계,ECONOMIC STATISTICS,,,3.0,3.0, 응용통계학과,응용통계학과,응용통계학과," 월10-12(상허관222), 수07-09(상허관222)", 이기성,100:0:0,,0,0,,0,,59,59,0,68,,이론,일반,,0
2353,1,BSFA06926,STAT,0100101,전선,4168,기초통계학2,ELEMENTARY STATISTICS  II,,"본 강의는 1학년 기초통계학 연결하여 학습하는 과목으로, 응용통계학과 2024학년도 신입생은 이 강의에 수강신청하기 바람. 1학년 재학생 수강신청 가능.",3.0,3.0," 국제비지니스, 응용통계학과",응용통계학과,응용통계학과, 월13-18(상허관222), 김상익,100:0:0,,0,0,,0,,50,50,0,68,,이론,일반,,0
2354,1,BSFA06926,STAT,0100101,전선,4169,기초통계학2,ELEMENTARY STATISTICS  II,,,3.0,3.0," 국제비지니스, 응용통계학과",응용통계학과,응용통계학과, 수01-06(상허관101), 곽화륜,87.5:12.5:0,,0,0,,0,,47,47,0,62,,이론,일반,,0
2355,1,BSFA06926,STAT,0100101,전선,4170,기초통계학2,ELEMENTARY STATISTICS  II,,,3.0,3.0," 국제비지니스, 응용통계학과",응용통계학과,응용통계학과, 목01-06(상허관103), 곽화륜,87.5:12.5:0,,0,0,,0,,42,42,0,42,,이론,일반,,0
2356,3,BSFA06928,STAT,0300101,전선,4171,다변량자료분석,MULTIVARIATE DATA ANALYSIS,,"플립드러닝,원어강의, 외국인수강불가",3.0,3.0, 응용통계학과,응용통계학과,응용통계학과," 화04-06(상허관106), 목01-03(상허관106)", 김형문,87.5:12.5:0,플립드러닝,0,0,,1,영어,49,49,0,60,,이론,일반,,0
2357,2,BSFA06936,STAT,0805101,전선,4172,보험통계학,ACTUARIAL STATISTICS,,,3.0,3.0, 응용통계학과,응용통계학과,응용통계학과, 월13-18(상허관303), 박규서,100:0:0,,0,0,,0,,32,32,0,45,,이론,일반,,0
2358,4,BSFA06940,STAT,0102101,전선,4173,비모수통계학,NONPARAMETRIC STATISTICS,,,3.0,3.0, 응용통계학과,응용통계학과,응용통계학과," 화01-03(상허관217), 목04-06(상허관217)", 조영주,100:0:0,,0,0,,1,영어,19,19,0,101,,이론,일반,,0
2359,3,BSFA06949,STAT,0100102,전선,4174,수리통계학2,MATHEMATICAL STATISTICS II,,"B-러닝,플립드러닝,원어강의, 외국인수강불가",3.0,3.0, 응용통계학과,응용통계학과,응용통계학과," 화01-03(상허관222), 목04-06(상허관222)", 김형문,34.4:65.6:0,플립드러닝,0,0,,1,영어,35,35,0,68,,이론,B-러닝(녹화+대면),,0
2360,3,BSFA06949,STAT,0100102,전선,4175,수리통계학2,MATHEMATICAL STATISTICS II,,"원어강의, 외국인수강불가",3.0,3.0, 응용통계학과,응용통계학과,응용통계학과," 월04-06(상허관222), 수01-03(상허관222)", 유규상,90.6:9.4:0,,0,0,,1,영어,20,20,0,68,,이론,일반,,0
2361,3,BSFA06952,STAT,0402101,전선,4176,실험계획법,EXPERIMENTAL DESIGN,,,3.0,3.0, 응용통계학과,응용통계학과,응용통계학과, 월13-18(상허관220), 최이선,100:0:0,,0,0,,0,,45,45,0,68,,이론,일반,,0
2362,4,BSFA06979,STAT,0805102,전선,4177,통계학응용특강,TOPICS IN STATISTICAL APPLICATION,,,3.0,3.0, 응용통계학과,응용통계학과,응용통계학과, 목01-06(상허관123), 박창문,100:0:0,,0,0,,0,,5,5,0,187,,이론,일반,,0
2363,4,BSFA14930,STAT,0801103,전선,4178,통계자료분석,STATISTICS DATA ANALYSIS,,,3.0,3.0, 응용통계학과,응용통계학과,응용통계학과, 화07-12(상허관104), 국세정,100:0:0,,0,0,,0,,14,14,0,40,,이론,일반,,0
2364,1,BSFA55805,MATH,0201104,전선,4179,행렬대수학,MATRIX ALGEBRA,,응용통계학과 2학년만 수강신청 가능,3.0,3.0, 응용통계학과,응용통계학과,응용통계학과," 월07-09(상허관217), 수10-12(상허관217)", 권성훈,100:0:0,,0,0,,0,,37,37,0,50,,이론,일반,,0
2365,1,BSFA55805,MATH,0201104,전선,4180,행렬대수학,MATRIX ALGEBRA,,응용통계학과 1학년만 수강신청 가능,3.0,3.0, 응용통계학과,응용통계학과,응용통계학과," 월10-12(상허관217), 수07-09(상허관217)", 권성훈,100:0:0,,0,0,,0,,44,44,0,50,,이론,일반,,0
2366,1,BSFA55805,MATH,0201104,전선,4181,행렬대수학,MATRIX ALGEBRA,,,3.0,3.0, 응용통계학과,응용통계학과,응용통계학과, 금01-06(상허관222), 정두섭,100:0:0,,0,0,,0,,30,30,0,68,,이론,일반,,0
2367,1,BSFA55908,MATH,0100107,전선,4182,응용수학2,CALCULUS II,,,3.0,4.0, 응용통계학과,응용통계학과,응용통계학과," 월13-16(상허관217), 수13-16(상허관217)", 이문배,100:0:0,,0,0,,0,,49,49,0,50,,이론+실습,일반,,0
2368,1,BSFA55908,MATH,0100107,전선,4183,응용수학2,CALCULUS II,,,3.0,4.0, 응용통계학과,응용통계학과,응용통계학과," 화13-16(상허관217), 목13-16(상허관217)", 이문배,100:0:0,,0,0,,0,,50,50,0,50,,이론+실습,일반,,0
2369,4,BSFA61227,COMP,1101102,전선,4184,통계적인공지능,STATISTICAL AI,,,3.0,3.0, 응용통계학과,응용통계학과,응용통계학과, 금13-18(상허관103), 정용호,100:0:0,,0,0,,0,,41,41,0,42,,이론,일반,,0
2370,3,BSFA61228,ECON,0104107,전선,4185,경제자료분석,ECONOMIC DATA ANALYSIS,,"원어강의, 외국인수강 불가",3.0,3.0, 응용통계학과,응용통계학과,응용통계학과," 월01-03(상허관222), 수04-06(상허관222)", 유규상,90.6:9.4:0,,0,0,,1,영어,12,12,0,68,,이론,일반,,0
2371,3,BSFA64534,STAT,0801105,전선,4186,최적화알고리즘,INTORODUCTION TO CONVEX OPTIMIZATION ALGORITHMS,,플립드러닝,3.0,3.0, 응용통계학과,응용통계학과,응용통계학과," 화07-09(상허관406), 목10-12(상허관406)", 권성훈,100:0:0,플립드러닝,0,0,,0,,35,35,0,35,,이론+실습,일반,,0
2372,4,BSFA65275,STAT,0103102,전선,4187,THEORY OF BAYESIAN STATISTICS,THEORY OF BAYESIAN STATISTICS,,B-러닝,3.0,3.0, 응용통계학과,응용통계학과,응용통계학과, 금01-06(상허관217), 김성환,100:0:0,,0,0,,1,영어,35,35,0,60,,이론,B-러닝(녹화+대면),,0
2373,3,BSHA57382,LAW ,0104109,전선,4188,행정법2,ADMINISTRATIVE LAW 2,,,3.0,3.0," 융합인재학부, 융합인재학과",융합인재학과,융합인재학과," 월01-03(상허관303), 수04-06(상허관303)", 조상희,100:0:0,,0,0,,0,,10,10,0,45,,이론,일반,,0
2374,1,BSHA57391,LAW ,0104110,전선,4189,헌법1,CONSTITUTIONAL LAW 1,,,3.0,3.0," 융합인재학부, 융합인재학과",융합인재학과,융합인재학과," 월04-06(상허관303), 수01-03(상허관303)", 조상희,100:0:0,,0,0,,0,,39,39,0,45,,이론,일반,,0
2375,1,BSHA59405,LAW ,0104101,전선,4190,민법입문,INTRODUCTION TO CIVIL LAW,,,3.0,3.0," 융합인재학부, 융합인재학과",융합인재학과,융합인재학과, 월13-18(상허관318), 홍봉주,100:0:0,,0,0,,0,,38,38,0,70,,이론,일반,,0
2376,1,BSHA59417,SOCI,0000103,전선,4191,상황분석과문제해결,CASE ANALYSIS AND PROBLEM SOLVING,,외국인학생 수강불가,3.0,3.0," 융합인재학부, 융합인재학과",융합인재학과,융합인재학과, 화13-18(상허관318), 김미선,100:0:0,,0,0,,0,,25,25,0,70,,이론+실습,일반,,0
2377,2,BSHA59425,PPOL,0100102,전선,4192,융합적사고와고급논술,CONVERGENCE THINKING AND ADVANCED WRITING,,타과생 / 외국인학생 수강불가,3.0,3.0," 융합인재학부, 융합인재학과",융합인재학과,융합인재학과," 월10-12(상허관318), 수07-09(상허관318)", 최하영,100:0:0,,0,0,,0,,14,14,0,70,,실험+실습+실기,일반,,0
2378,2,BSHA61380,PPOL,0100104,전선,4193,국제사회와법,INTERNATIONAL SOCIETY AND LAW,,타과생 / 외국인 수강 가능,3.0,3.0," 융합인재학부, 융합인재학과",융합인재학과,융합인재학과," 월04-06(상허관318), 수01-03(상허관318)", 박병도,100:0:0,,0,0,,0,,18,18,0,70,,이론,일반,,0
2379,2,BSHA61387,PPOL,0101101,전선,4194,사회문제해결의논리,LOGICS OF SOCIAL PROBLEM SOLVING,,외국인 수강불가,3.0,3.0," 융합인재학부, 융합인재학과",융합인재학과,융합인재학과," 월07-09(상허관303), 수10-12(상허관303)", 권용수,100:0:0,,0,0,,0,,33,33,0,45,,이론,일반,,0
2380,3,BSHA61392,PPOL,0100108,전선,4195,고전으로본국가와사회,UNDERSTANDING OF NATION AND SOCIETY BY CLASSICS,,외국인 수강불가,3.0,3.0," 융합인재학부, 융합인재학과",융합인재학과,융합인재학과, 금13-18(상허관303), 안효성,62.5:37.5:0,,0,0,,0,,40,40,0,45,,이론,B-러닝(녹화+대면),,0
2381,3,BSHA62309,PPOL,0100111,전선,4196,공기업경영론,MANAGEMENT OF PUBLIC CORPORATION,,,3.0,3.0," 융합인재학부, 융합인재학과",융합인재학과,융합인재학과," 화10-12(상허관303), 목07-09(상허관303)", 김용운,100:0:0,,0,0,,0,,10,10,0,45,,이론,일반,,0
2382,3,BSHA65165,PPOL,0100117,전선,4197,전략기획이론과실제(NCS),STRATEGIC PLANNING THEORIES AND PRACTICES,,,3.0,3.0," 융합인재학부, 융합인재학과",융합인재학과,융합인재학과," 화04-06(상허관303), 목01-03(상허관303)", 김용운,100:0:0,,0,1,,0,,4,4,0,45,,이론+실습,일반,,0
2383,3,BSHA65166,PPOL,0100118,전선,4198,조직심리의이해,UNDERSTANDING OF ORGANIZATIONAL PSYCHOLOGY,,외국인 수강불가,3.0,3.0," 융합인재학부, 융합인재학과",융합인재학과,융합인재학과," 월10-12(상허관303), 수07-09(상허관303)", 권용수,100:0:0,,0,0,,0,,8,8,0,45,,이론,일반,,0
2384,2,BSHA65168,LAW ,0104112,전선,4200,형법입문,INTRODUCTION TO CRIMINAL LAW,,타과생 / 외국인 수강불가,3.0,3.0," 융합인재학부, 융합인재학과",융합인재학과,융합인재학과, 수13-18(상허관303), 이재학,100:0:0,,0,0,,0,,45,45,0,45,,이론,일반,,0
2385,3,BSHA65272,PPOL,0100121,전선,4201,DISCOURSE IN PUBLIC SPHERE,DISCOURSE IN PUBLIC SPHERE,,타과생 수강불가 / 외국인 수강 가능,3.0,3.0," 융합인재학부, 융합인재학과",융합인재학과,융합인재학과," 화07-09(상허관318), 목10-12(상허관318)", 최하영,100:0:0,,0,0,,1,영어,45,45,0,70,,이론,일반,,0
2386,2,BSIA58998,INTR,0200104,전선,4202,중국통상실무의이해,UNDERSTANDING OF CHINESE TRADE PRACTICE,,,3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과," 월01-03(상허관219), 수04-06(상허관219)", 김욱,100:0:0,,0,0,,1,중국어,28,28,0,68,,이론,일반,,0
2387,2,BSIA58999,POLI,0600103,전선,4203,중국정치경제원전강독,READING IN ORIGINAL TEXT OF CHINESE POLITICS AND ECONOMY,,,3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과," 월04-06(상허관219), 수01-03(상허관219)", 김욱,100:0:0,,0,0,,0,,11,11,0,68,,이론,일반,,0
2388,2,BSIA59000,BUSI,1000101,전선,4204,중국기업경영전략론,CHINESE CORPORATION STRATEGIC MANAGEMENT,,,3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과," 화07-09(상허관108), 목10-12(상허관108)", 장준,75:25:0,,0,0,,0,,24,24,0,48,,이론,일반,,0
2389,2,BSIA59001,ECON,0600105,전선,4205,중국금융론,THEORY OF CHINESE FINANCE,,,3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과," 화01-03(상허관219), 목04-06(상허관219)", 김욱,100:0:0,,0,0,,0,,18,18,0,68,,이론,일반,,0
2390,2,BSIA59002,INTR,0300103,전선,4206,중국통상법규의이해,CHINESE TRADE LAW,,,3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과," 월10-12(상허관219), 수07-09(상허관219)", 윤상윤,96.9:3.1:0,,0,0,,0,,29,29,0,68,,이론,일반,,0
2391,3,BSIA59006,AREA,1105101,전선,4207,양안관계론,STUDY OF CROSS-STRAIT RELATIONS,,,3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과, 목13-18(상허관219), 강귀영,100:0:0,,0,0,,0,,22,22,0,68,,이론,일반,,0
2392,3,BSIA59008,ECON,1003106,전선,4208,한중경제관계의이해,THEORY OF ECONOMIC RELATIONS BETWEEN KOREA AND CHINA,,,3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과," 수13-16(상허관219), 금05-06(상허관219)", 장준,75:25:0,,0,0,,0,,10,10,0,68,,이론,일반,,0
2393,4,BSIA59011,BUSI,0800103,전선,4209,현대중국기업사례연구,CASE STUDY OF CONTEMPORARY CHINESE CORPORATION MANAGEMENT,,,3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과," 화13-16(상허관219), 금07-08(상허관219)", 장준,75:25:0,,0,0,,0,,7,7,0,68,,이론,일반,,0
2394,4,BSIA59013,BUSI,1200101,전선,4210,중국전자상거래론,CHINESE ELECTRONIC COMMERCE,,,3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과," 화10-12(상허관219), 목07-09(상허관219)", 박상도,100:0:0,,0,0,,0,,9,9,0,68,,이론,일반,,0
2395,1,BSIA61217,BUSI,0602103,전선,4211,한중마켓의이해,UNDERSTANDING OF KOREA AND CHINA MARKET,,,3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과," 화07-09(상허관219), 목10-12(상허관219)", 류미현,87.5:12.5:0,,0,0,,0,,34,34,0,68,,이론,일반,,0
2396,1,BSIA63059,CHIN,0108103,전선,4212,실용중국어2,PRACTICE CHINESE 2,,,3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과, 수13-18(상허관108), 강귀영,100:0:0,,0,0,,0,,13,13,0,48,,이론,일반,,0
2397,2,BSIA63061,AREA,0101101,전선,4213,중국데이터분석과활용,CHINESE DATA ANALYSIS AND UTILIZATION,,,3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과," 화04-06(상허관219), 목01-03(상허관219)", 박상도,100:0:0,,0,0,,0,,21,21,0,68,,이론,일반,,0
2398,2,BSIA63081,PSYC,1600104,전선,4214,한중고객심리론,KOREAN AND CHINESE CUSTOMER PSYCHOLOGY THEORY,,,3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과," 월07-09(상허관219), 수10-12(상허관219)", 류미현,87.5:12.5:0,,0,0,,0,,32,32,0,68,,이론,일반,,0
2399,3,BSIA63093,BUSI,0605104,전선,4215,한중트렌드와신상품전략,KOREAN AND CHINESE TREND AND NEW PRODUCT STRATEGY,,,3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과," 월10-12(상허관317), 수07-09(상허관317)", 류미현,87.5:12.5:0,,0,0,,0,,26,26,0,68,,이론,일반,,0
2400,1,BSIA63102,AREA,1103109,전선,4216,중국학개론,INTRODUCTION TO CHINESE STUDIES,,,3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과," 화10-12(상허관217), 목07-09(상허관217)", 윤상윤,96.9:3.1:0,,0,0,,0,,21,21,0,101,,이론,일반,,0
2401,3,BSIA65171,AREA,1103111,전선,4217,중국비즈니스법의이해,CHINESE BUSINESS LAW,,,3.0,3.0, 글로벌비즈니스학과,글로벌비즈니스학과,글로벌비즈니스학과," 월07-09(상허관318), 수10-12(상허관318)", 윤상윤,96.9:3.1:0,,0,0,,0,,18,18,0,70,,이론,일반,,0
2402,1,BUBA65889,INTR,0100103,전선,4218,국제통상의기초2,UNDERSTANDING INTERNATIONAL COMMERCE 2,,,3.0,3.0, 국제통상학과,국제통상학과,국제통상학과," 월03-05(종강114), 수13-15(종강101)"," 백상운, 소만령",100:0:0,,0,0,,0,,6,6,0,85,,이론,일반,,0
2403,3,BUBA65892,BUSI,1104102,전선,4219,국제통상공급망관리,INTERNATIONAL COMMERCE SUPPLY CHAIN MANAGEMENT,,,3.0,3.0, 국제통상학과,국제통상학과,국제통상학과, 금02-07(종강101), 백상운,100:0:0,,0,0,,0,,7,7,0,117,,이론,일반,,0
2404,3,BUBA65908,INTR,0200109,전선,4220,국제통상세미나2(계약/물류실무),INTERNATIONAL COMMERCE CURRICULAR PRACTICAL TRAINING 2 (POLICY),,,3.0,3.0, 국제통상학과,국제통상학과,국제통상학과," 화03-05(종강114), 목10-12(종강101)"," 백상운, 장로문",100:0:0,,0,0,,0,,7,7,0,85,,이론+실습,일반,,0
2405,2,BUCA65957,JOUR,0507101,전선,4221,글로벌문화커뮤니케이션,GLOBAL CULTURAL COMMUNICATION,,,3.0,3.0, 문화미디어학과,문화미디어학과,문화미디어학과, 목13-18(종강101), 유정,100:0:0,,0,0,,0,,6,6,0,117,,이론,일반,,0
2406,3,BUCA65960,JOUR,0402107,전선,4222,1인미디어제작실습,MEDIA PRODUCTION LAB,,,3.0,3.0, 문화미디어학과,문화미디어학과,문화미디어학과, 금01-06(종강114), 조인원,100:0:0,,0,0,,0,,11,11,0,85,,이론+실습,일반,,0
2407,3,BUCA65966,JOUR,0110114,전선,4223,글로벌콘텐츠세미나,GLOBAL CONTENT SEMINAR,,,3.0,3.0, 문화미디어학과,문화미디어학과,문화미디어학과," 월02-04(종강101), 화02-04(종강101)", 천종성,100:0:0,,0,0,,0,,13,13,0,117,,이론+실습,일반,,0
2408,3,BUCA65968,BUSI,2007108,전선,4224,엔터테인먼트비즈니스,ENTERTAINMENT BUSINESS,,,3.0,3.0, 문화미디어학과,문화미디어학과,문화미디어학과, 수13-18(종강114), 김성한,100:0:0,,0,0,,0,,11,11,0,85,,이론,일반,,0
2409,3,BUCA65969,JOUR,0101103,전선,4225,커뮤니케이션조사방법론,COMMUNICATION RESEARCH METHODOLOGY,,,3.0,3.0, 문화미디어학과,문화미디어학과,문화미디어학과," 화14-16(종강101), 수04-06(종강114)", 천종성,100:0:0,,0,0,,0,,12,12,0,85,,이론+실습,일반,,0
2410,2,BYBA06589,TECH,0500101,전선,4226,감정평가실무론,APPRAISAL PRACTICES,,,3.0,3.0, 부동산학과,부동산학과,부동산학과, 수01-06(부303), 최태규,100:0:0,,0,0,,0,,33,33,0,69,,이론,일반,,0
2411,2,BYBA06611,LAW ,0312101,전선,4227,부동산계약법,REAL ESTATE CONTRACT LAW,,,3.0,3.0, 부동산학과,부동산학과,부동산학과, 목09-14(부301), 김은아,100:0:0,,0,0,,0,,58,58,0,60,,이론,일반,,0
2412,3,BYBA06630,BUSI,0600108,전선,4228,부동산시장조사론,REAL ESTATE MARKET RESEARCH,,,3.0,3.0, 부동산학과,부동산학과,부동산학과," 화10-12(부303), 목10-12(부303)", 신종칠,100:0:0,,0,0,,0,,48,48,0,69,,이론,일반,,0
2413,4,BYBA06633,ECON,0103101,전선,4229,부동산정책론,REAL ESTATE POLICY,,,3.0,3.0, 부동산학과,부동산학과,부동산학과," 월10-12(부302), 수10-12(부302)", 정의철,100:0:0,,0,0,,0,,52,52,0,60,,이론,일반,,0
2414,4,BYBA06634,ECON,0501101,전선,4230,부동산조세론,TAX ON REAL ESTATE,,,3.0,3.0, 부동산학과,부동산학과,부동산학과, 수13-18(부303), 박정현,100:0:0,,0,0,,0,,54,54,0,69,,이론,일반,,0
2415,3,BYBA06641,BUSI,0704101,전선,4231,부동산투자론,REAL ESTATE INVESTMENT,,,3.0,3.0, 부동산학과,부동산학과,부동산학과," 월10-12(부202), 수10-12(부202)", 노승한,90.6:0:9.4,,0,0,,0,,29,29,0,66,,이론,일반,,0
2416,4,BYBA25612,BUSI,0600109,전선,4232,부동산경매론,REAL ESTATE AUCTION,,,3.0,3.0, 부동산학과,부동산학과,부동산학과, 목13-18(부302), 문병식,100:0:0,,0,0,,0,,46,46,0,69,,이론,일반,,0
2417,4,BYBA47813,ARCH,0404101,전선,4233,부동산시설관리론,REAL ESTATE FACILITY MANAGEMENT,,,3.0,3.0, 부동산학과,부동산학과,부동산학과," 월07-09(부302), 수07-09(부302)", 이상엽,100:0:0,,0,0,,0,,3,3,0,69,,이론,일반,,0
2418,3,BYBA50984,BUSI,0704103,전선,4234,주거용부동산금융론,RESIDENTIAL MORTGAGE FINANCING,,,3.0,3.0, 부동산학과,부동산학과,부동산학과, 금09-14(부301), 윤서준,100:0:0,,0,0,,0,,50,50,0,113,,이론,일반,,0
2419,4,BYBA50987,BUSI,0704105,전선,4235,부동산파생상품론,REAL ESTATE DERIVATIVES,,,3.0,3.0, 부동산학과,부동산학과,부동산학과," 화16-18(부303), 목16-18(부303)", 신승우,93.8:6.3:0,,0,0,,0,,37,37,0,69,,이론,일반,,0
2420,4,BYBA50989,LAW ,0320101,전선,4236,부동산기업법,REAL ESTATE COMPANY LAW AND PRACTICE,,,3.0,3.0, 부동산학과,부동산학과,부동산학과," 화10-12(부202), 목10-12(부202)", 김병연,43.8:31.3:25,,0,0,,0,,39,39,0,66,,이론,B-러닝(실시간+녹화+대면),,0
2421,2,BYBA59120,LAW ,0410103,전선,4237,부동산행정법,ADMINISTRATIVE LAW OF REAL ESTATE,,,3.0,3.0, 부동산학과,부동산학과,부동산학과," 화04-06(부301), 목04-06(부301)", 이현수,50:50:0,,0,0,,0,,69,69,0,70,,이론,B-러닝(녹화+대면),,0
2422,2,BYBA59123,BUSI,0700105,전선,4238,부동산자본결정론,REAL ESTATE FINANCIAL MANAGEMENT,,,3.0,3.0, 부동산학과,부동산학과,부동산학과," 월10-12(부301), 수10-12(부301)", 송정섭,100:0:0,,0,0,,1,영어,66,66,0,66,,이론,일반,,0
2423,3,BYBA65351,GEOG,0105103,전선,4240,GEOGRAPHIC INFORMATION SYSTEMS,GEOGRAPHIC INFORMATION SYSTEMS,,,3.0,3.0, 부동산학과,부동산학과,부동산학과," 월04-06(부401), 수04-06(부401)", 전재식,100:0:0,,0,0,,1,영어,35,35,0,35,,이론+실습,일반,,0
2424,3,BBAB61087,COMP,1101104,전선,4241,데이터사이언스,DATA SCIENCE,,,3.0,3.0," 소프트웨어학과, 컴퓨터공학과, 컴퓨터공학부",컴퓨터공학부,컴퓨터공학부," 화01-03(공B475), 목01-03(공B475)", 오병국,100:0:0,,0,0,,0,,62,62,0,62,,이론,일반,,0
2425,4,BHDA09967,KINE,0104102,전선,4242,체육학연구법,RESEARCH METHODS IN PHYSICAL EDUCATION,,,2.0,2.0, 체육교육과,체육교육과,체육교육과, 월11-14(체육관107), 신석환,100:0:0,,0,0,,0,,6,6,0,50,,이론,일반,,0
